id,customer_id,created_at,status,payment_method,shipping_cost,discount_code,discount_amount,reason,is_first_purchase,amount,total_amount
ORD-000515,04b713a5-0330-4d66-853f-abe156920a61,2024-01-11 19:14:14.498878,completed,Credit Card,11.14,UNTIL,14.88,,True,4628.97,4625.23
ORD-000516,04b713a5-0330-4d66-853f-abe156920a61,2023-10-10 00:42:08.367303,processing,Credit Card,16.57,,0.0,,True,2283.69,2300.26
ORD-000517,04b713a5-0330-4d66-853f-abe156920a61,2023-03-09 00:36:42.665750,cancelled,PayPal,7.89,,0.0,Damaged,True,5732.86,5740.75
ORD-000518,a51a8835-648d-4400-b138-17c4923f9f38,2025-03-02 09:08:02.258352,completed,Credit Card,5.28,,0.0,,True,4622.43,4627.71
ORD-000519,a51a8835-648d-4400-b138-17c4923f9f38,2024-09-19 16:50:29.312566,shipped,Credit Card,17.1,,0.0,,True,3845.57,3862.67
ORD-000520,c7c24c17-21f9-4f58-acfc-5ba3562a68d5,2025-06-07 08:03:30.512125,completed,Credit Card,8.86,EVEN,7.48,,True,1874.0,1875.38
ORD-000521,c7c24c17-21f9-4f58-acfc-5ba3562a68d5,2025-03-17 02:16:39.842510,completed,PayPal,7.31,,0.0,,True,1615.9,1623.21
ORD-000522,c7c24c17-21f9-4f58-acfc-5ba3562a68d5,2023-11-08 10:23:01.468812,completed,Apple Pay,15.7,AGAINST,7.47,,True,2015.74,2023.97
ORD-000523,11a5bd15-2d18-46f5-9f2c-44714bf1c769,2023-11-07 15:55:00.870008,processing,Bank Transfer,17.42,FIRST,10.06,,True,4926.88,4934.24
ORD-000524,11a5bd15-2d18-46f5-9f2c-44714bf1c769,2023-01-03 05:45:54.251774,completed,PayPal,5.98,MACHINE,20.84,,True,895.8,880.94
ORD-000525,c3b7bbea-8e02-4ead-8a4a-d089bbd21da9,2024-07-07 12:39:21.859364,completed,Bank Transfer,13.79,UNTIL,24.07,,True,2690.14,2679.86
ORD-000526,c3b7bbea-8e02-4ead-8a4a-d089bbd21da9,2024-09-26 23:17:40.857087,completed,Apple Pay,14.54,DREAM,29.2,,True,2249.69,2235.03
ORD-000527,c3b7bbea-8e02-4ead-8a4a-d089bbd21da9,2025-06-30 23:25:58.404860,completed,Apple Pay,13.33,CAR,25.32,,True,4343.7,4331.71
ORD-000528,edb71a49-eeb9-40d1-8a9b-3f6ae997c513,2025-01-20 15:34:58.369040,cancelled,PayPal,17.64,HEAD,26.02,Damaged,True,4612.71,4604.33
ORD-000529,82a484c5-be0d-4b06-90bd-bb9c87427bce,2024-05-23 07:05:54.172736,processing,Bank Transfer,15.48,,0.0,,True,7330.51,7345.99
ORD-000530,82a484c5-be0d-4b06-90bd-bb9c87427bce,2024-09-03 00:16:16.206732,completed,PayPal,8.69,,0.0,,True,2777.64,2786.33
ORD-000531,598adbd1-6c76-4f75-8100-85bf5c68b080,2025-03-06 13:15:19.860937,completed,Credit Card,18.83,,0.0,,True,410.53,429.36
ORD-000532,598adbd1-6c76-4f75-8100-85bf5c68b080,2023-12-11 02:23:34.663859,completed,PayPal,11.2,,0.0,,True,6267.51,6278.71
ORD-000533,f47c3f05-dc5f-45fb-ad43-efbf3e16a403,2024-12-14 19:50:23.133473,completed,Bank Transfer,6.85,,0.0,,True,2590.29,2597.14
ORD-000534,f47c3f05-dc5f-45fb-ad43-efbf3e16a403,2025-06-20 20:10:06.443050,completed,Google Pay,19.04,,0.0,,True,2589.0,2608.04
ORD-000535,5d894799-9ace-4803-8768-a2395c504c0d,2025-03-16 19:55:40.874663,completed,PayPal,15.64,GREEN,25.41,,True,1616.39,1606.62
ORD-000536,5d894799-9ace-4803-8768-a2395c504c0d,2025-02-15 15:10:36.320052,completed,Credit Card,18.57,,0.0,,True,1631.92,1650.49
ORD-000537,d1089160-bec6-4690-a744-5d4e3e253382,2023-11-17 12:56:47.609987,processing,Bank Transfer,18.05,,0.0,,True,4549.13,4567.18
ORD-000538,d1089160-bec6-4690-a744-5d4e3e253382,2024-10-05 22:24:10.568339,completed,Credit Card,13.82,,0.0,,True,2314.95,2328.77
ORD-000539,d1089160-bec6-4690-a744-5d4e3e253382,2023-05-09 04:25:39.194962,completed,Bank Transfer,15.93,DIRECTOR,26.19,,True,1245.93,1235.67
ORD-000540,4988c57d-1ca4-4db5-a370-e70ac1359e36,2024-09-15 13:56:50.054318,processing,Credit Card,14.22,,0.0,,True,4300.05,4314.27
ORD-000541,4988c57d-1ca4-4db5-a370-e70ac1359e36,2024-04-19 23:38:19.942200,completed,Credit Card,19.93,YOURSELF,22.0,,True,2620.4,2618.33
ORD-000542,4988c57d-1ca4-4db5-a370-e70ac1359e36,2025-02-28 12:03:36.321744,completed,PayPal,9.74,,0.0,,True,1601.3,1611.04
ORD-000543,4988c57d-1ca4-4db5-a370-e70ac1359e36,2024-07-22 16:40:18.234760,completed,Credit Card,11.36,PRESENT,11.25,,True,1087.48,1087.59
ORD-000544,4988c57d-1ca4-4db5-a370-e70ac1359e36,2023-09-21 18:27:33.834498,shipped,PayPal,5.42,,0.0,,True,1710.93,1716.35
ORD-000545,4e1f27d9-af21-42b5-9b10-7142a432b307,2024-05-24 04:36:13.803277,returned,Google Pay,19.03,,0.0,Found better price,True,791.11,810.14
ORD-000546,da98e69b-2504-4105-959f-90228d521134,2025-06-10 18:42:44.114290,processing,Credit Card,17.32,,0.0,,True,850.85,868.17
ORD-000547,da98e69b-2504-4105-959f-90228d521134,2025-05-27 11:23:57.811388,shipped,PayPal,6.44,,0.0,,True,997.11,1003.55
ORD-000548,da98e69b-2504-4105-959f-90228d521134,2025-03-03 15:26:02.510822,completed,Bank Transfer,18.75,,0.0,,True,861.33,880.08
ORD-000549,da98e69b-2504-4105-959f-90228d521134,2025-02-17 20:02:24.267684,completed,Google Pay,17.04,INCREASE,20.27,,True,3587.22,3583.99
ORD-000550,da98e69b-2504-4105-959f-90228d521134,2025-01-15 04:10:42.475013,completed,Bank Transfer,16.28,BOY,19.99,,True,4843.92,4840.21
ORD-000551,5a6d3be9-b295-4984-a0ae-a6e3b38b7f36,2024-03-11 00:52:38.882273,completed,Credit Card,11.81,,0.0,,True,808.11,819.92
ORD-000552,5a6d3be9-b295-4984-a0ae-a6e3b38b7f36,2023-12-06 01:48:54.297418,completed,Bank Transfer,13.89,,0.0,,True,3008.67,3022.56
ORD-000553,5a6d3be9-b295-4984-a0ae-a6e3b38b7f36,2025-03-29 16:20:14.894650,returned,Google Pay,5.91,,0.0,Delayed shipping,True,6678.65,6684.56
ORD-000554,7df528a0-fbc3-40c8-ae76-55719a088375,2025-05-29 09:15:17.406625,completed,Apple Pay,14.05,TRUE,29.26,,True,6585.94,6570.73
ORD-000555,7df528a0-fbc3-40c8-ae76-55719a088375,2024-07-30 13:20:22.217261,completed,Credit Card,19.65,,0.0,,True,792.66,812.31
ORD-000556,7df528a0-fbc3-40c8-ae76-55719a088375,2023-02-24 09:07:13.423610,completed,Apple Pay,15.38,,0.0,,True,5225.81,5241.19
ORD-000557,f526e4bd-a394-4914-be13-4371fcd362c2,2024-11-10 22:19:55.430941,processing,PayPal,6.57,,0.0,,True,1121.84,1128.41
ORD-000558,f526e4bd-a394-4914-be13-4371fcd362c2,2025-02-21 09:48:25.324959,completed,Apple Pay,5.06,CLOSE,10.76,,True,6819.23,6813.53
ORD-000559,5071a246-5999-4caa-a48a-149f0e68b345,2025-04-20 23:00:16.042358,completed,PayPal,5.1,WRITE,13.95,,True,5868.38,5859.53
ORD-000560,5071a246-5999-4caa-a48a-149f0e68b345,2025-03-19 01:14:25.245751,completed,Bank Transfer,9.26,COUPLE,11.55,,True,1193.59,1191.3
ORD-000561,5071a246-5999-4caa-a48a-149f0e68b345,2025-06-25 14:20:49.166989,returned,Bank Transfer,5.32,,0.0,Delayed shipping,True,237.32,242.64
ORD-000562,5071a246-5999-4caa-a48a-149f0e68b345,2024-11-24 18:31:14.182880,completed,Bank Transfer,7.06,,0.0,,True,711.1,718.16
ORD-000563,df4cce30-5f42-4956-a506-b90195ff6b9d,2023-07-10 03:34:33.758249,shipped,Google Pay,9.58,OUT,25.24,,True,619.38,603.72
ORD-000564,df4cce30-5f42-4956-a506-b90195ff6b9d,2024-09-05 13:49:29.405372,returned,Apple Pay,18.18,EXPLAIN,8.61,Damaged,True,2295.92,2305.49
ORD-000565,df4cce30-5f42-4956-a506-b90195ff6b9d,2025-06-23 16:45:32.624401,completed,Credit Card,9.77,,0.0,,True,1412.63,1422.4
ORD-000566,d1e33128-770e-4a04-aa41-d100bec5537e,2025-02-21 07:57:22.285251,completed,PayPal,13.03,,0.0,,True,4185.05,4198.08
ORD-000567,d1e33128-770e-4a04-aa41-d100bec5537e,2025-03-31 10:59:02.591580,completed,Bank Transfer,18.29,PUT,7.04,,True,3443.28,3454.53
ORD-000568,d1e33128-770e-4a04-aa41-d100bec5537e,2024-10-24 09:24:44.086607,completed,Bank Transfer,11.96,,0.0,,True,6087.31,6099.27
ORD-000569,d1e33128-770e-4a04-aa41-d100bec5537e,2025-04-05 21:17:33.598362,completed,Credit Card,11.01,,0.0,,True,5353.31,5364.32
ORD-000570,a9f3048b-88e8-47e3-a996-755a30e0b76d,2023-09-07 13:40:53.112715,shipped,Apple Pay,13.57,,0.0,,True,3115.21,3128.78
ORD-000571,bf124da0-3b1b-4e65-9f2a-abd01dfba46f,2024-02-13 04:22:52.440109,completed,Credit Card,10.27,,0.0,,True,5555.3,5565.57
ORD-000572,bf124da0-3b1b-4e65-9f2a-abd01dfba46f,2024-04-02 23:09:49.278822,completed,Bank Transfer,10.74,TRIP,10.84,,True,1319.82,1319.72
ORD-000573,bf124da0-3b1b-4e65-9f2a-abd01dfba46f,2024-11-23 11:37:44.613612,completed,Apple Pay,9.42,,0.0,,True,2532.74,2542.16
ORD-000574,bf124da0-3b1b-4e65-9f2a-abd01dfba46f,2024-12-14 11:22:20.940261,completed,Apple Pay,15.13,MESSAGE,23.63,,True,2859.47,2850.97
ORD-000575,896555a1-59ba-4125-9a5d-c67dc323da3e,2024-03-24 11:48:14.971910,completed,Apple Pay,18.69,WORKER,12.49,,True,3895.07,3901.27
ORD-000576,516958a2-405e-486c-9e08-62f10d5097e9,2024-11-13 17:04:24.979852,completed,Credit Card,12.69,,0.0,,True,4108.69,4121.38
ORD-000577,0e12cbe0-e522-4947-81d5-9d2e4b880284,2024-10-12 08:46:10.190791,processing,Google Pay,12.12,,0.0,,True,3354.36,3366.48
ORD-000578,0e12cbe0-e522-4947-81d5-9d2e4b880284,2024-12-07 07:35:26.682512,completed,Credit Card,11.58,,0.0,,True,270.62,282.2
ORD-000579,0e12cbe0-e522-4947-81d5-9d2e4b880284,2024-01-02 03:14:58.129956,completed,PayPal,18.11,,0.0,,True,1827.0,1845.11
ORD-000580,0e12cbe0-e522-4947-81d5-9d2e4b880284,2024-02-06 13:54:12.473519,completed,Apple Pay,17.51,,0.0,,True,3952.04,3969.55
ORD-000581,0e12cbe0-e522-4947-81d5-9d2e4b880284,2024-01-19 09:13:35.471135,completed,Credit Card,13.51,AGAINST,8.48,,True,4358.55,4363.58
ORD-000582,0e12cbe0-e522-4947-81d5-9d2e4b880284,2023-12-17 20:26:13.746342,completed,Apple Pay,19.7,TRAINING,14.77,,True,3377.94,3382.87
ORD-000583,d9e349cb-1f79-4073-81f6-ede8580361ff,2025-04-20 22:36:50.057506,processing,Credit Card,7.66,,0.0,,True,4146.86,4154.52
ORD-000584,2eee7a52-8d1a-4447-a691-d0eceff38d61,2024-02-26 11:27:17.440560,completed,PayPal,5.86,,0.0,,True,352.32,358.18
ORD-000585,2eee7a52-8d1a-4447-a691-d0eceff38d61,2023-08-30 10:13:17.289192,completed,Google Pay,19.84,WORD,15.46,,True,882.12,886.5
ORD-000586,2eee7a52-8d1a-4447-a691-d0eceff38d61,2025-04-26 13:18:54.168506,completed,Apple Pay,17.99,DEGREE,10.14,,True,2915.33,2923.18
ORD-000587,34ce13d0-13fe-4aed-a94c-f65abf8368aa,2024-11-11 10:12:09.756659,completed,Google Pay,11.88,DIFFERENT,29.78,,True,5412.1,5394.2
ORD-000588,34ce13d0-13fe-4aed-a94c-f65abf8368aa,2023-10-01 11:17:11.268478,shipped,PayPal,11.9,,0.0,,True,374.92,386.82
ORD-000589,f4010ff1-115e-423a-94e9-011e3c3afbf0,2024-04-26 18:21:44.130259,completed,Bank Transfer,18.78,,0.0,,True,1524.29,1543.07
ORD-000590,f4010ff1-115e-423a-94e9-011e3c3afbf0,2025-01-13 01:32:09.466349,cancelled,Apple Pay,16.0,,0.0,Changed mind,True,576.33,592.33
ORD-000591,f4010ff1-115e-423a-94e9-011e3c3afbf0,2024-08-21 18:07:54.087573,returned,Credit Card,5.65,,0.0,Changed mind,True,3654.0,3659.65
ORD-000592,f4010ff1-115e-423a-94e9-011e3c3afbf0,2025-05-24 23:16:32.682812,completed,Bank Transfer,18.74,,0.0,,True,572.11,590.85
ORD-000593,9bdaba6e-fa16-4dea-8832-f18013b8327b,2025-01-02 02:08:00.402858,processing,Credit Card,10.53,,0.0,,True,5467.3,5477.83
ORD-000594,9bdaba6e-fa16-4dea-8832-f18013b8327b,2024-11-26 11:11:24.349307,completed,PayPal,11.93,,0.0,,True,3959.07,3971.0
ORD-000595,7819ca59-b1f9-4b9e-b7a0-4867a8041f1e,2025-06-13 21:23:13.681128,completed,Apple Pay,11.96,,0.0,,True,2431.92,2443.88
ORD-000596,7819ca59-b1f9-4b9e-b7a0-4867a8041f1e,2025-06-17 17:58:52.093422,completed,Credit Card,15.7,,0.0,,True,4848.05,4863.75
ORD-000597,7d5ad0cb-3ca0-4fd1-80b0-1f7891d1b1ee,2025-05-13 15:20:45.229286,completed,Credit Card,16.12,COLLECTION,21.78,,True,2804.4,2798.74
ORD-000598,7d5ad0cb-3ca0-4fd1-80b0-1f7891d1b1ee,2025-06-10 14:14:36.194430,completed,Credit Card,11.61,CIVIL,22.86,,True,3869.33,3858.08
ORD-000599,18da319c-d381-41a4-95fe-3ed24b906475,2025-02-09 06:44:42.140004,completed,Credit Card,9.62,BY,5.12,,True,2875.83,2880.33
ORD-000600,77c57f05-1df4-4083-92fd-63eb6cbf45ad,2025-01-26 08:39:10.627237,shipped,Google Pay,5.22,,0.0,,True,154.33,159.55
ORD-000601,df0756fb-b6eb-4cc0-9c56-276af907acc9,2025-03-25 18:00:10.228737,completed,Apple Pay,6.45,,0.0,,True,2742.53,2748.98
ORD-000602,df0756fb-b6eb-4cc0-9c56-276af907acc9,2024-11-19 05:11:33.986074,completed,Google Pay,17.23,,0.0,,True,2530.44,2547.67
ORD-000603,df0756fb-b6eb-4cc0-9c56-276af907acc9,2025-03-07 14:30:28.695600,cancelled,PayPal,11.42,MANAGER,7.65,Delayed shipping,True,2695.55,2699.32
ORD-000604,df0756fb-b6eb-4cc0-9c56-276af907acc9,2025-04-17 04:31:23.301344,returned,Credit Card,8.3,,0.0,Damaged,True,3947.57,3955.87
ORD-000605,7831aaba-5619-43a4-adf7-302b7ef95d4d,2024-10-07 08:22:25.820545,completed,Google Pay,16.51,,0.0,,True,2166.21,2182.72
ORD-000606,7831aaba-5619-43a4-adf7-302b7ef95d4d,2025-05-11 17:12:10.807732,completed,Credit Card,19.86,,0.0,,True,1955.38,1975.24
ORD-000607,7831aaba-5619-43a4-adf7-302b7ef95d4d,2024-09-25 04:36:06.890133,completed,PayPal,14.46,,0.0,,True,3134.46,3148.92
ORD-000608,7831aaba-5619-43a4-adf7-302b7ef95d4d,2024-08-04 06:15:33.751751,shipped,Credit Card,17.77,,0.0,,True,3201.65,3219.42
ORD-000609,7831aaba-5619-43a4-adf7-302b7ef95d4d,2025-06-17 21:40:36.206990,completed,Google Pay,8.49,,0.0,,True,833.11,841.6
ORD-000610,64a9b08a-9ef2-43e5-a866-40015db76115,2025-06-10 03:53:27.742726,cancelled,Apple Pay,16.38,BILL,10.91,Damaged,True,2652.75,2658.22
ORD-000611,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2025-02-27 23:20:16.669768,completed,PayPal,14.63,CENTRAL,23.13,,True,5493.82,5485.32
ORD-000612,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2025-05-05 15:23:46.878386,completed,Google Pay,19.66,,0.0,,True,3325.86,3345.52
ORD-000613,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2024-09-29 13:45:08.569344,completed,PayPal,5.81,,0.0,,True,1846.52,1852.33
ORD-000614,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2024-10-01 17:59:45.415966,completed,Bank Transfer,10.72,,0.0,,True,2985.28,2996.0
ORD-000615,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2025-03-06 02:36:37.330025,completed,Bank Transfer,6.88,PEACE,18.72,,True,2580.55,2568.71
ORD-000616,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2025-01-22 19:34:27.089643,completed,Google Pay,9.67,,0.0,,True,1020.62,1030.29
ORD-000617,6e247c35-a902-4007-9ba7-001c0a6eaa9b,2025-04-02 07:21:17.723763,completed,Bank Transfer,13.65,,0.0,,True,2678.18,2691.83
ORD-000618,a85804f2-8116-41b7-9917-2c4ac27c572e,2025-06-12 17:25:25.890095,returned,Credit Card,19.59,,0.0,Wrong item,True,2239.6,2259.19
ORD-000619,a85804f2-8116-41b7-9917-2c4ac27c572e,2025-02-02 08:02:37.096941,completed,Google Pay,11.5,COURT,28.84,,True,2622.68,2605.34
ORD-000620,969a922f-fc5e-49f9-a0b0-c1d6143084be,2024-12-12 01:38:31.264219,shipped,Bank Transfer,7.64,,0.0,,True,2388.12,2395.76
ORD-000621,969a922f-fc5e-49f9-a0b0-c1d6143084be,2024-07-03 15:50:09.062853,shipped,Google Pay,15.72,MILLION,27.9,,True,602.03,589.85
ORD-000622,033ed587-c149-4756-901f-a433f9588cfe,2025-06-20 09:27:36.081197,completed,Google Pay,15.96,,0.0,,True,4271.47,4287.43
ORD-000623,033ed587-c149-4756-901f-a433f9588cfe,2025-02-09 20:19:24.186670,shipped,Bank Transfer,18.27,,0.0,,True,1139.8,1158.07
ORD-000624,f9312346-58b6-41ea-bf04-570767394b6e,2025-03-21 10:30:35.859462,completed,Google Pay,7.44,,0.0,,True,4880.04,4887.48
ORD-000625,f9312346-58b6-41ea-bf04-570767394b6e,2025-06-27 02:29:37.969700,completed,Google Pay,5.87,,0.0,,True,6585.87,6591.74
ORD-000626,d8a40e6b-cc4b-4d75-9ead-f8f910bc0d6b,2025-04-21 14:24:10.622859,cancelled,PayPal,14.99,AUTHORITY,20.14,Wrong item,True,3673.62,3668.47
ORD-000627,d8a40e6b-cc4b-4d75-9ead-f8f910bc0d6b,2023-12-20 07:20:52.677180,completed,Google Pay,17.62,PROBABLY,24.27,,True,2039.89,2033.24
ORD-000628,d8a40e6b-cc4b-4d75-9ead-f8f910bc0d6b,2024-03-13 21:31:08.217396,completed,Apple Pay,8.79,,0.0,,True,5525.55,5534.34
ORD-000629,ef66f5c3-9e90-4241-a78c-27af8ec86044,2023-12-01 22:16:52.019132,shipped,PayPal,16.65,,0.0,,True,2515.6,2532.25
ORD-000630,ef66f5c3-9e90-4241-a78c-27af8ec86044,2023-04-10 11:32:41.054788,completed,Credit Card,9.62,,0.0,,True,4086.78,4096.4
ORD-000631,a8a5a390-f0c8-4661-8bc6-b40ddef0a5ca,2025-07-02 01:52:50.475162,completed,PayPal,7.65,STREET,8.36,,True,1962.23,1961.52
ORD-000632,e8e81c4f-8a67-46c4-b930-6738053c1e5d,2025-06-16 14:34:29.838210,completed,Bank Transfer,17.14,DEBATE,29.57,,True,2899.74,2887.31
ORD-000633,360d9404-1a0a-43f3-8804-930a5023d321,2025-05-28 05:40:34.916759,completed,Bank Transfer,6.87,FULL,5.74,,True,2259.53,2260.66
ORD-000634,131acf3a-983f-4ccb-992c-e6aea148b86f,2024-03-17 18:14:14.715153,returned,Bank Transfer,8.99,,0.0,Changed mind,True,5559.43,5568.42
ORD-000635,da0a254f-2cc3-4969-bf58-086a1c4a4ae8,2025-03-14 23:45:58.590518,shipped,Apple Pay,14.07,,0.0,,True,1695.62,1709.69
ORD-000636,da0a254f-2cc3-4969-bf58-086a1c4a4ae8,2025-03-11 12:34:53.696447,completed,Credit Card,19.63,,0.0,,True,172.82,192.45
ORD-000637,da0a254f-2cc3-4969-bf58-086a1c4a4ae8,2024-07-13 06:35:57.422355,completed,Apple Pay,15.47,,0.0,,True,1905.61,1921.08
ORD-000638,da0a254f-2cc3-4969-bf58-086a1c4a4ae8,2025-06-29 13:39:31.113580,completed,Bank Transfer,15.49,,0.0,,True,2242.63,2258.12
ORD-000639,acb3035c-475e-445e-9ee2-6aab4462dfc6,2024-07-23 02:00:36.954468,completed,Credit Card,7.82,,0.0,,True,4109.19,4117.01
ORD-000640,acb3035c-475e-445e-9ee2-6aab4462dfc6,2024-10-19 07:18:35.751438,completed,PayPal,11.66,,0.0,,True,6142.7,6154.36
ORD-000641,acb3035c-475e-445e-9ee2-6aab4462dfc6,2024-09-27 09:57:34.640688,completed,Credit Card,16.01,CONDITION,9.88,,True,896.91,903.04
ORD-000642,acb3035c-475e-445e-9ee2-6aab4462dfc6,2024-04-24 04:22:25.927973,completed,PayPal,6.92,,0.0,,True,5098.72,5105.64
ORD-000643,0da449eb-cc62-41da-b793-73a43e8c8628,2024-04-09 17:50:25.971333,returned,Google Pay,12.23,,0.0,Found better price,True,1907.04,1919.27
ORD-000644,0da449eb-cc62-41da-b793-73a43e8c8628,2024-09-15 11:33:29.483583,shipped,PayPal,6.58,,0.0,,True,851.43,858.01
ORD-000645,0da449eb-cc62-41da-b793-73a43e8c8628,2025-06-27 19:25:09.661408,completed,PayPal,9.9,,0.0,,True,4317.03,4326.93
ORD-000646,0da449eb-cc62-41da-b793-73a43e8c8628,2025-05-11 11:09:41.529100,completed,Google Pay,7.04,,0.0,,True,4477.81,4484.85
ORD-000647,9fbddb70-169d-4b43-b9be-0573a5910bc7,2023-10-25 20:55:37.118102,processing,PayPal,10.15,,0.0,,True,4105.59,4115.74
ORD-000648,9fbddb70-169d-4b43-b9be-0573a5910bc7,2024-04-30 19:23:02.656277,completed,Bank Transfer,9.36,COMPARE,13.51,,True,5205.08,5200.93
ORD-000649,a688183c-5416-47b6-8327-caacf511dac4,2023-09-10 19:12:52.946841,completed,Apple Pay,13.85,EDGE,14.7,,True,3152.77,3151.92
ORD-000650,a688183c-5416-47b6-8327-caacf511dac4,2024-12-10 01:08:34.437081,completed,Credit Card,6.6,EVERYONE,26.31,,True,3660.13,3640.42
ORD-000651,a688183c-5416-47b6-8327-caacf511dac4,2024-06-16 01:10:22.557240,completed,Credit Card,7.21,LEAD,23.68,,True,2788.53,2772.06
ORD-000652,4757c28f-79eb-4676-9b74-2e2bb3e9c94d,2025-03-11 03:25:20.617738,completed,Credit Card,12.54,,0.0,,True,4752.64,4765.18
ORD-000653,1eaa3f98-a389-4bc8-b585-838d069ef32e,2023-12-25 20:09:42.174109,completed,Bank Transfer,19.5,SONG,25.26,,True,2458.11,2452.35
ORD-000654,1eaa3f98-a389-4bc8-b585-838d069ef32e,2024-10-16 22:23:20.223654,completed,Apple Pay,8.38,,0.0,,True,3564.58,3572.96
ORD-000655,1eaa3f98-a389-4bc8-b585-838d069ef32e,2024-10-19 00:41:25.629201,completed,Credit Card,14.89,,0.0,,True,815.25,830.14
ORD-000656,460691b0-d230-481a-a4fc-207d2b87d158,2023-07-15 21:10:42.635470,completed,Credit Card,11.34,,0.0,,True,3346.32,3357.66
ORD-000657,460691b0-d230-481a-a4fc-207d2b87d158,2022-08-22 16:03:48.460900,completed,PayPal,7.93,,0.0,,True,3209.52,3217.45
ORD-000658,460691b0-d230-481a-a4fc-207d2b87d158,2025-02-19 21:28:12.137179,completed,PayPal,14.82,,0.0,,True,1148.22,1163.04
ORD-000659,460691b0-d230-481a-a4fc-207d2b87d158,2025-04-20 00:56:34.772585,completed,Google Pay,15.89,,0.0,,True,3757.68,3773.57
ORD-000660,79f62d8b-c10c-4e09-921c-f5a82abd5ecc,2022-11-21 02:56:56.920694,completed,Apple Pay,7.52,PAINTING,13.89,,True,4179.46,4173.09
ORD-000661,b69eecc6-4df6-4a5c-8eb7-732d09c22f15,2025-06-18 22:33:10.354476,processing,Apple Pay,14.4,,0.0,,True,143.96,158.36
ORD-000662,0e7b88b8-ca7a-4a64-8159-19894d914c9f,2024-07-22 23:00:47.996513,completed,Bank Transfer,12.33,,0.0,,True,3094.44,3106.77
ORD-000663,0e7b88b8-ca7a-4a64-8159-19894d914c9f,2025-05-15 16:12:23.603314,completed,PayPal,15.06,HUSBAND,16.59,,True,2376.68,2375.15
ORD-000664,319d0819-f9a1-4c7c-882e-fb57538ce456,2024-08-20 11:21:55.735878,completed,Google Pay,15.03,,0.0,,True,1964.1,1979.13
ORD-000665,319d0819-f9a1-4c7c-882e-fb57538ce456,2025-01-29 04:25:28.778788,processing,PayPal,13.59,EXPECT,23.63,,True,5766.56,5756.52
ORD-000666,4559f83c-cb36-4e81-8052-1f148abec2f1,2025-01-25 12:22:32.575739,completed,Google Pay,16.93,GOVERNMENT,25.32,,True,285.88,277.49
ORD-000667,c5c7a1e5-f1f6-441c-8f2b-8ca2b02a561e,2024-05-20 17:31:48.343342,processing,PayPal,13.05,,0.0,,True,3669.74,3682.79
ORD-000668,c5c7a1e5-f1f6-441c-8f2b-8ca2b02a561e,2024-08-24 01:17:59.160000,returned,Bank Transfer,18.46,STEP,19.98,Wrong item,True,1121.9,1120.38
ORD-000669,c5c7a1e5-f1f6-441c-8f2b-8ca2b02a561e,2024-06-27 11:17:18.592912,completed,Apple Pay,6.93,SECOND,9.03,,True,3225.1,3223.0
ORD-000670,c5c7a1e5-f1f6-441c-8f2b-8ca2b02a561e,2024-05-04 14:28:43.869600,cancelled,Apple Pay,19.18,YES,12.51,Damaged,True,6341.23,6347.9
ORD-000671,5859861d-147f-4c67-ac61-be45b711c9d8,2023-10-04 22:26:45.475641,completed,Apple Pay,12.66,,0.0,,True,854.48,867.14
ORD-000672,f1995c06-5d06-40eb-b0d8-e1461f7d6764,2023-10-06 00:22:40.378181,completed,PayPal,7.13,,0.0,,True,1100.71,1107.84
ORD-000673,f1995c06-5d06-40eb-b0d8-e1461f7d6764,2023-08-07 07:46:48.707169,completed,PayPal,9.16,,0.0,,True,3040.49,3049.65
ORD-000674,31ac4be7-82ac-4dcf-9187-be4bd8d5a756,2024-11-27 03:16:35.675983,completed,Google Pay,15.15,,0.0,,True,2660.49,2675.64
ORD-000675,31ac4be7-82ac-4dcf-9187-be4bd8d5a756,2024-09-26 09:34:29.012198,completed,Credit Card,19.93,,0.0,,True,2978.19,2998.12
ORD-000676,31ac4be7-82ac-4dcf-9187-be4bd8d5a756,2025-01-18 12:05:45.301148,completed,Bank Transfer,12.67,REMAIN,25.54,,True,3143.99,3131.12
ORD-000677,29ff89c3-ca25-46e6-a0f5-6588c319e36e,2025-03-27 08:01:22.128888,completed,Bank Transfer,6.65,,0.0,,True,457.62,464.27
ORD-000678,29ff89c3-ca25-46e6-a0f5-6588c319e36e,2025-06-01 00:46:02.000973,completed,Credit Card,10.44,,0.0,,True,1318.57,1329.01
ORD-000679,ecd2ccf1-4b23-442a-a585-4c45f810c774,2025-02-27 18:10:39.680510,cancelled,Apple Pay,19.53,,0.0,Damaged,True,414.01,433.54
ORD-000680,e793c5ee-2926-448c-97da-d1f21eb23fc6,2025-06-15 04:00:44.595926,cancelled,Credit Card,15.92,,0.0,Wrong item,True,3162.49,3178.41
ORD-000681,e793c5ee-2926-448c-97da-d1f21eb23fc6,2025-05-27 04:38:09.885200,completed,Credit Card,5.72,,0.0,,True,6996.67,7002.39
